Category|Subcategory|Region|Language(s)|Title|Brief description|URL|Source type|Update cadence|Ingestion / license notes|AI-safe fit
Environment, climate & geography|Geology/geography|United States/Global|en|USGS Data|U.S. Geological Survey maps, hazards, water, mineral and earth science data.|https://www.usgs.gov/products/data|Geoscience data|Regular|U.S. government data generally public domain.|A – high-fit/open
Environment, climate & geography|Germany biodiversity|Germany|de|Bundesamt für Naturschutz|German Federal Agency for Nature Conservation data and publications.|https://www.bfn.de/|Biodiversity data/reports|Regular|Official source; dataset/publication rights vary.|B – terms-check/variable
Environment, climate & geography|Germany climate/weather|Germany|de/en|DWD Climate Data Center|German Weather Service climate observations and open data access.|https://www.dwd.de/DE/leistungen/cdc/climate-data-center.html|Weather/climate data|Continuous|Open DWD data; verify dataset license and citation.|A – high-fit/open
Environment, climate & geography|Germany environment|Germany|de/en|Umweltbundesamt|German Environment Agency data, reports and indicators on environment and health.|https://www.umweltbundesamt.de/|Environment data/reports|Regular|Official public information; check publication-specific rights.|B – terms-check/variable
Environment, climate & geography|Germany geodata|Germany|de|Geoportal.de|German national geodata portal for spatial data infrastructure discovery.|https://www.geoportal.de/|Geospatial data portal|Regular|Dataset licenses vary by provider.|B – terms-check/variable
Environment, climate & geography|Germany geoscience|Germany|de/en|BGR|German Federal Institute for Geosciences and Natural Resources maps, data and reports.|https://www.bgr.bund.de/|Geoscience data/reports|Regular|Official source; check dataset terms.|B – terms-check/variable
Environment, climate & geography|Germany weather open data|Germany|de/en|DWD Open Data Server|Direct open data server for German weather and climate datasets.|https://opendata.dwd.de/|Weather/climate data|Continuous|Official open data; respect directory structure, licenses and attribution.|A – high-fit/open
Environment, climate & geography|Humanitarian data|Global|en|Humanitarian Data Exchange|OCHA platform for humanitarian datasets from governments, NGOs and UN agencies.|https://data.humdata.org/|Humanitarian data portal|Continuous|Dataset licenses vary; check each dataset and sensitive-data constraints.|B – terms-check/variable
Environment, climate & geography|Marine data|Europe/Global|en|Copernicus Marine Service|Ocean physical, biogeochemical and sea-ice data and forecasts.|https://marine.copernicus.eu/|Marine data|Continuous|Copernicus Marine terms apply; cite datasets.|B – terms-check/variable
Environment, climate & geography|Marine geography|Global|en|Marine Regions|Standardized marine geographic names and boundaries.|https://www.marineregions.org/|Geospatial data|Regular|Data terms/attribution apply; useful for marine entity normalization.|B – terms-check/variable
Environment, climate & geography|Rainfall data|Global|en|CHIRPS|High-resolution rainfall dataset for climate hazards and drought monitoring.|https://www.chc.ucsb.edu/data/chirps|Climate data|Regular|Open data terms/citation apply.|B – terms-check/variable
Environment, climate & geography|Satellite imagery|United States/Global|en|USGS EarthExplorer|Satellite imagery and aerial data discovery/download portal.|https://earthexplorer.usgs.gov/|Remote sensing data|Regular|Data rights vary by product, but many U.S. datasets are open.|B – terms-check/variable
Environment, climate & geography|Satellite meteorology|Europe/Global|en|EUMETSAT Data Store|European meteorological satellite data and products.|https://data.eumetsat.int/|Satellite/weather data|Continuous|Data access and licenses vary by product.|B – terms-check/variable
Environment, climate & geography|Species conservation|Global|en|IUCN Red List|Conservation status assessments for species worldwide.|https://www.iucnredlist.org/|Biodiversity reference|Regular|Highly credible but reuse/bulk terms are controlled; check licensing.|B – terms-check/variable
Environment, climate & geography|Weather/climate|Global|en|World Meteorological Organization|Global meteorological standards, reports and climate statements.|https://wmo.int/|Official environment source|Regular|Official content; reuse terms vary by publication.|B – terms-check/variable
Education & OER|Engineering/math learning|Global|en|NPTEL|Indian national open technical education courses in engineering and science.|https://nptel.ac.in/|Open courses|Regular|Check course/video/document licensing before ingestion.|B – terms-check/variable
Education & OER|Germany STEM education|Germany|de|LEIFIphysik|German physics learning resources, exercises and explanations.|https://www.leifiphysik.de/|Educational content|Regular|Check licensing/reuse terms before bulk ingestion.|B – terms-check/variable
Education & OER|Germany civic education|Germany|de|Bundeszentrale für politische Bildung|German Federal Agency for Civic Education articles, dossiers and teaching materials.|https://www.bpb.de/|Educational/civic reference|Regular|Official/public materials; check article and media rights.|B – terms-check/variable
Education & OER|Germany education portal|Germany|de|Deutscher Bildungsserver|German education portal for schools, vocational training, higher education and research.|https://www.bildungsserver.de/|Education portal|Regular|Curated links/metadata; linked content terms vary.|B – terms-check/variable
Education & OER|Germany higher education|Germany|de|e-teaching.org|German portal for higher education teaching with digital media.|https://www.e-teaching.org/|Educational guidance|Regular|Check content licensing; useful for links/summaries.|B – terms-check/variable
Education & OER|Germany open education|Germany|de|Serlo Education|Open German learning platform for mathematics, science and other subjects.|https://de.serlo.org/|Open educational resources|Regular|Open license orientation; verify page terms and attribution.|B – terms-check/variable
Education & OER|Germany school history|Germany|de|GEI-Digital|Digitized historical schoolbooks from the Georg Eckert Institute.|https://gei-digital.gei.de/|Educational archive|Regular|Rights vary by book; check public-domain/license status.|B – terms-check/variable
Education & OER|Germany state education|Germany/Baden-Württemberg|de|Landesbildungsserver Baden-Württemberg|Official state education resources, subject pages and teaching materials.|https://www.schule-bw.de/|Educational resources|Regular|Official educational content; check material-level licenses.|B – terms-check/variable
Education & OER|Interactive STEM simulations|Global|multi|PhET Interactive Simulations|University of Colorado open interactive simulations for physics, chemistry, math and biology.|https://phet.colorado.edu/|Open educational resources|Regular|Generally CC-licensed; check simulation/media license details.|B – terms-check/variable
Education & OER|Learning platform|Global|multi|Khan Academy|Free educational lessons and exercises across school subjects.|https://www.khanacademy.org/|Educational content|Regular|Free access is not unrestricted ingestion; follow Khan Academy terms.|C – licensed/metadata-only
Education & OER|Open books|Global|multi|Directory of Open Access Books|Directory for peer-reviewed open-access books from academic publishers.|https://www.doabooks.org/|Open books directory|Regular|Books open access but licenses vary; verify title license.|B – terms-check/variable
Education & OER|Open books|Europe/Global|multi|OAPEN Library|Open-access academic books, mainly in humanities and social sciences.|https://library.oapen.org/|Open books repository|Regular|Open access licenses vary by book.|B – terms-check/variable
Education & OER|Open course search|United States/Global|en|MERLOT|Curated collection of free and open online teaching and learning materials.|https://www.merlot.org/|Educational resource directory|Regular|Resource licenses vary; metadata useful for discovery.|B – terms-check/variable
Education & OER|Open courses|Global|en|Saylor Academy|Free/open online courses and educational resources.|https://www.saylor.org/|Open educational resources|Regular|Check course-level licensing and reuse terms.|B – terms-check/variable
Education & OER|Open courseware|United States/Global|en|MIT OpenCourseWare|Open MIT course materials, syllabi, lectures and assignments.|https://ocw.mit.edu/|Open educational resources|Regular|Creative Commons terms; check course-level media restrictions.|B – terms-check/variable
Education & OER|Open learning|United Kingdom/Global|en|OpenLearn|Open University free courses and learning materials.|https://www.open.edu/openlearn/|Open educational resources|Regular|Generally open for learning; check reuse/license per material.|B – terms-check/variable
Education & OER|Open textbooks|Global|en|LibreTexts|Open textbook and course material libraries across STEM and humanities.|https://libretexts.org/|Open educational resources|Regular|Open licenses vary by page/library; check attribution and noncommercial limits.|B – terms-check/variable
Education & OER|Open textbooks|United States/Global|en|Open Textbook Library|Reviewed open textbooks curated by the University of Minnesota.|https://open.umn.edu/opentextbooks|Open educational resources|Regular|Open licenses vary; check each textbook.|A – high-fit/open
Education & OER|Open textbooks|United States/Global|en|OpenStax|Peer-reviewed open textbooks for college and high school subjects.|https://openstax.org/|Open educational resources|Regular|Open licenses; strong fit for educational ingestion with attribution.|A – high-fit/open
Education & OER|UN education|Global|en + multi|UNESCO Open Educational Resources|UNESCO information and guidance on OER policy and practices.|https://www.unesco.org/en/open-educational-resources|OER policy/reference|Regular|UN/UNESCO terms apply; useful official guidance.|B – terms-check/variable
Culture, libraries & archives|Academic search|Germany/Global|multi|BASE|Bielefeld Academic Search Engine for open-access academic web resources.|https://www.base-search.net/|Academic search index|Regular|Metadata and linked OA content; verify item-level licenses.|B – terms-check/variable
Culture, libraries & archives|Art vocabularies|Global|en|Getty Vocabularies|Structured art, architecture, place and cultural heritage vocabularies.|https://www.getty.edu/research/tools/vocabularies/|Reference vocabulary|Regular|Getty terms apply; useful structured vocabulary source.|B – terms-check/variable
Culture, libraries & archives|European culture|Europe|multi|Europeana|European digital cultural heritage collections, metadata and APIs.|https://www.europeana.eu/|Cultural heritage portal|Regular|Rights vary by object; metadata and openly licensed items are best for ingestion.|B – terms-check/variable
Culture, libraries & archives|German culture|Germany|de/en|Deutsche Digitale Bibliothek|German digital cultural heritage portal for libraries, archives, museums and media.|https://www.deutsche-digitale-bibliothek.de/|Cultural heritage portal|Regular|Rights vary by item; metadata and open items are suitable.|B – terms-check/variable
Culture, libraries & archives|German economics library|Germany/Global|de/en|ZBW EconBiz|Search portal for economics and business literature.|https://www.econbiz.de/|Library/research portal|Regular|Metadata useful for discovery; full content rights vary.|B – terms-check/variable
Culture, libraries & archives|German encyclopedia/bibliography|Germany|de|Deutsche Biographie|Historical-biographical reference work for German-speaking regions.|https://www.deutsche-biographie.de/|Biography/reference|Regular|Check content licensing; useful for entity context.|B – terms-check/variable
Culture, libraries & archives|German history portal|Germany|de|Historisches Lexikon Bayerns|Peer-reviewed online reference on Bavarian and German history.|https://www.historisches-lexikon-bayerns.de/|Historical reference|Regular|Check reuse/copyright; credible German-language historical reference.|B – terms-check/variable
Culture, libraries & archives|German journals catalog|Germany|de/en|Zeitschriftendatenbank|German union catalog for serials and periodicals.|https://zdb-katalog.de/|Library catalog|Regular|Bibliographic metadata; linked full text rights vary.|B – terms-check/variable
Culture, libraries & archives|German national library|Germany|de/en|Deutsche Nationalbibliothek|German National Library catalogs, bibliographic metadata and services.|https://www.dnb.de/|Library catalog|Regular|Catalog metadata terms apply; digital content rights vary.|B – terms-check/variable
Culture, libraries & archives|Germany archival records|Germany|de|Bundesarchiv|German Federal Archives collections, finding aids and digital objects.|https://www.bundesarchiv.de/|Archive|Regular|Rights vary by record/media; check archival terms.|B – terms-check/variable
Culture, libraries & archives|Germany/Bavaria digitized works|Germany/Bavaria|de/en|Bayerische Staatsbibliothek – MDZ|Munich Digitization Center with digitized historical books and manuscripts.|https://www.digitale-sammlungen.de/|Digital library|Regular|Rights vary; public-domain works are high-fit.|B – terms-check/variable
Culture, libraries & archives|Germany/Prussia digitized works|Germany/Berlin|de/en|Staatsbibliothek zu Berlin Digitalisierte Sammlungen|Digitized historical collections from the Berlin State Library.|https://digital.staatsbibliothek-berlin.de/|Digital library|Regular|Rights vary by item; check license/public-domain status.|B – terms-check/variable
Culture, libraries & archives|Germany/Saxony digitized works|Germany/Saxony|de/en|SLUB Dresden Digital Collections|Digitized books, manuscripts, maps and cultural heritage from Saxony.|https://digital.slub-dresden.de/|Digital library|Regular|Rights vary by item; check license/public-domain status.|B – terms-check/variable
Culture, libraries & archives|Holocaust archive|Germany/International|de/en|Arolsen Archives|International Center on Nazi Persecution archive and educational materials.|https://arolsen-archives.org/|Archive|Regular|Sensitive historical records; follow rights, privacy and ethical constraints.|B – terms-check/variable
Culture, libraries & archives|Linked open data|Germany|de/en|GND Explorer|Authority data for persons, organizations, works, places and subjects from DNB/GND.|https://explore.gnd.network/|Authority data|Regular|Authority metadata; verify GND/data service terms.|B – terms-check/variable
Culture, libraries & archives|Museum collection|United Kingdom|en|British Museum Collection|British Museum collection records and object metadata.|https://www.britishmuseum.org/collection|Museum collection|Regular|Metadata/images have specific terms; check before ingestion.|B – terms-check/variable
Culture, libraries & archives|Museum open access|United States/Global|en|Smithsonian Open Access|Open Smithsonian images, data and 3D models released for reuse.|https://www.si.edu/openaccess|Museum open data|Regular|Large open-access corpus; verify item markings.|A – high-fit/open
Culture, libraries & archives|Museum open access|United States/Global|en|The Met Open Access|Metropolitan Museum of Art collection data and public-domain images.|https://www.metmuseum.org/art/collection|Museum collection|Regular|Open Access works marked public domain; other items restricted.|B – terms-check/variable
Culture, libraries & archives|Museum open data|Netherlands/Global|nl/en|Rijksmuseum API|Rijksmuseum collection data and images via API.|https://data.rijksmuseum.nl/|Museum API|Regular|Rights vary; many collection images are openly available.|B – terms-check/variable
Culture, libraries & archives|Open bibliographic data|Global|en|WorldCat|Global library catalog and bibliographic discovery service.|https://www.worldcat.org/|Library catalog|Regular|Credible catalog but reuse/API terms are controlled.|C – licensed/metadata-only
Culture, libraries & archives|U.S. archives|United States|en|National Archives Catalog|U.S. National Archives catalog, records and digitized holdings.|https://catalog.archives.gov/|Archive|Regular|Many U.S. federal records public domain; rights vary for donated/third-party content.|B – terms-check/variable
Culture, libraries & archives|U.S. digital library|United States|en|Digital Public Library of America|Portal aggregating U.S. cultural heritage collections and metadata.|https://dp.la/|Cultural heritage portal|Regular|Rights vary by object; metadata/open items best for ingestion.|B – terms-check/variable
Culture, libraries & archives|U.S. newspapers|United States|en|Chronicling America|Historic American newspapers and newspaper directory from Library of Congress/NEH.|https://chroniclingamerica.loc.gov/|Historical newspaper archive|Regular|Historic/public-domain focus; verify item rights.|A – high-fit/open
Culture, libraries & archives|UK archives|United Kingdom|en|The National Archives|UK government records, research guides and digitized collections.|https://www.nationalarchives.gov.uk/|Archive|Regular|Rights vary; some materials under Open Government Licence.|B – terms-check/variable
Culture, libraries & archives|UK library|United Kingdom|en|British Library Digital Collections|Digitized manuscripts, maps, books and cultural heritage materials.|https://www.bl.uk/catalogues-and-collections/digital-collections|Digital library|Regular|Rights vary by collection and item.|B – terms-check/variable
Language & linguistics|EU thesaurus|EU|multi|EuroVoc|Multilingual EU thesaurus for controlled vocabulary and classification.|https://op.europa.eu/en/web/eu-vocabularies/eurovoc|Controlled vocabulary|Versioned|Official EU vocabulary; check reuse terms.|B – terms-check/variable
Language & linguistics|European language infrastructure|Europe|multi|European Language Grid|Language technology tools, services and datasets catalog.|https://live.european-language-grid.eu/|Language resource catalog|Regular|Resource licenses vary; use metadata for discovery.|B – terms-check/variable
Language & linguistics|German corpora|Germany|de|Leipzig Corpora Collection|Monolingual corpora and word co-occurrence data for many languages.|https://wortschatz.uni-leipzig.de/en/download|Language corpus|Versioned|Dataset licenses vary; check corpus terms and attribution.|B – terms-check/variable
Language & linguistics|German dictionary|Germany|de|Duden Online|Authoritative German dictionary and language guidance.|https://www.duden.de/|Dictionary/reference|Regular|Copyrighted/commercial; do not bulk ingest full content without license.|C – licensed/metadata-only
Language & linguistics|German language corpus|Germany|de|DWDS|Digital Dictionary of the German Language with dictionaries, corpora and word profiles.|https://www.dwds.de/|Dictionary/corpus|Continuous|Use terms vary for corpora and dictionary content; check before bulk ingestion.|B – terms-check/variable
Language & linguistics|German lexical resource|Germany|de|GermaNet|Lexical-semantic network for German similar to WordNet.|https://uni-tuebingen.de/en/fakultaeten/philosophische-fakultaet/fachbereiche/neuphilologie/seminar-fuer-sprachwissenschaft/arbeitsbereiche/allg-sprachwissenschaft-computerlinguistik/ressourcen/lexica/germanet-1/|Lexical database|Versioned|License-controlled; useful if licensed.|C – licensed/metadata-only
Language & linguistics|German text archive|Germany|de|Deutsches Textarchiv|Historical German text corpora and linguistic resources.|https://www.deutschestextarchiv.de/|Text corpus|Regular|Public-domain/open texts mixed with terms; verify item/license.|B – terms-check/variable
Language & linguistics|Language identifiers|Global|en|Library of Congress ISO 639 Codes|Official ISO 639 language code tables and documentation.|https://www.loc.gov/standards/iso639-2/|Standards/reference data|Versioned|Public reference data; check standards usage notices.|B – terms-check/variable
Language & linguistics|Lexical database|Global|en|WordNet|English lexical database of synsets, definitions and semantic relations.|https://wordnet.princeton.edu/|Lexical database|Versioned|Open license; useful for semantic features and word senses.|A – high-fit/open
Language & linguistics|Multilingual wordnets|Global|multi|Open Multilingual Wordnet|Linked wordnets for multiple languages aligned to Princeton WordNet.|https://omwn.org/|Lexical database|Versioned|Open licenses vary by language resource.|B – terms-check/variable
Language & linguistics|Parallel corpora|Global|multi|OPUS|Open collection of translated texts for many languages.|https://opus.nlpl.eu/|Parallel corpus|Regular|Corpus licenses vary; verify before training/ingestion.|B – terms-check/variable
Language & linguistics|Sentence translations|Global|multi|Tatoeba|Multilingual sentence and translation database.|https://tatoeba.org/|Language data|Continuous|Open license but community-contributed; quality varies.|B – terms-check/variable
Language & linguistics|Speech corpus|Global|multi|Mozilla Common Voice|Crowdsourced open speech datasets across languages.|https://commonvoice.mozilla.org/datasets|Speech data|Regular|Open speech data under dataset terms; verify privacy/ethical use.|B – terms-check/variable
Language & linguistics|Terminology|EU|multi|IATE|EU interinstitutional terminology database.|https://iate.europa.eu/|Terminology database|Regular|Official EU terminology; check reuse terms and attribution.|B – terms-check/variable
Language & linguistics|Universal grammar treebanks|Global|multi|Universal Dependencies|Open treebanks with cross-linguistically consistent grammar annotation.|https://universaldependencies.org/|Linguistic data|Versioned|Open licenses vary by treebank; excellent for NLP ingestion.|B – terms-check/variable
Fact-checking & verification|EU disinformation|EU/Europe|en + regional|EUvsDisinfo|EU East StratCom Task Force database and articles on disinformation narratives.|https://euvsdisinfo.eu/|Disinformation tracking|Regular|Check EUvsDisinfo reuse terms; useful for narrative taxonomy.|B – terms-check/variable
Fact-checking & verification|Germany fact-checking|Germany|de|ARD Faktenfinder|Fact-checking and verification from ARD/tagesschau.|https://www.tagesschau.de/faktenfinder/|Fact-checking|Regular|Copyrighted journalism; use links/metadata unless terms allow more.|C – licensed/metadata-only
Fact-checking & verification|Germany fact-checking|Germany|de|CORRECTIV.Faktencheck|German fact-checking on politics, misinformation and public claims.|https://correctiv.org/faktencheck/|Fact-checking|Regular|Check article-specific licensing and reuse terms.|B – terms-check/variable
Fact-checking & verification|Germany fact-checking|Germany|de|dpa-Faktencheck|Fact-checking service from Deutsche Presse-Agentur.|https://www.dpa.com/de/produkte-services/faktencheck|Fact-checking|Regular|Licensed agency material; full-text use requires rights.|C – licensed/metadata-only
Fact-checking & verification|International fact-checking|Global|multi|AFP Fact Check|AFP fact-checking coverage across regions and languages.|https://factcheck.afp.com/|Fact-checking|Regular|AFP content is licensed/copyrighted; check terms.|C – licensed/metadata-only
Fact-checking & verification|International fact-checking|Global|en|Reuters Fact Check|Reuters verification and fact-checking articles on viral claims and public events.|https://www.reuters.com/fact-check/|Fact-checking|Regular|Reuters content is licensed; use only as links/metadata unless licensed.|C – licensed/metadata-only
Fact-checking & verification|Journalism trust|Global|en|International Fact-Checking Network|Poynter's network of fact-checkers and code of principles.|https://www.poynter.org/ifcn/|Fact-checking directory/standards|Regular|Directory/standards useful for source discovery; content rights vary.|B – terms-check/variable
Fact-checking & verification|Media literacy Germany|Germany|de|bpb Medienkompetenz|German civic education resources on media literacy, democracy and misinformation.|https://www.bpb.de/themen/medien-journalismus/|Media literacy|Regular|Official educational material; check reuse/copyright notices.|B – terms-check/variable
Fact-checking & verification|Scientific claim checks|Global|en|Health Feedback / Science Feedback|Expert-reviewed fact checks on health, climate and science claims.|https://sciencefeedback.co/|Fact-checking|Regular|Check reuse terms; useful for claim verification links.|B – terms-check/variable
Fact-checking & verification|U.S. fact-checking|United States|en|FactCheck.org|Nonprofit fact-checking project on U.S. politics and public claims.|https://www.factcheck.org/|Fact-checking|Regular|Copyrighted content; use summaries/links unless authorized.|C – licensed/metadata-only
Fact-checking & verification|U.S. fact-checking|United States|en|PolitiFact|Fact-checking of political claims with Truth-O-Meter ratings.|https://www.politifact.com/|Fact-checking|Regular|Copyrighted content; check licensing/terms for reuse.|C – licensed/metadata-only
Fact-checking & verification|Verification guidance|Global|en|First Draft Archive/Resources|Verification, misinformation and journalism resources from First Draft legacy materials.|https://firstdraftnews.org/|Media literacy/reference|Archived|Archived materials; check rights and availability.|B – terms-check/variable
